1,Post Date,Check,Description,Debit,Credit,Status,Balance
1,1/10/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,48.16
1,1/10/2023,,POS WD  BARNES&amp;amp;NOBLE PAPERSOURC800-843-2665 NYUS,19.3,,Posted,148.16
1,1/9/2023,,Deposit Internet Transfer from xxx0643,,30,Posted,167.46
1,1/9/2023,,Deposit Internet Transfer from xxx0643,,40,Posted,137.46
1,1/9/2023,,External DP VENMO  - CASHOUT,,26.59,Posted,97.46
1,1/9/2023,,External DP VENMO  - CASHOUT,,51.57,Posted,70.87
1,1/9/2023,,POS WD  AUNTIE ANNE'S NV118    RENO         NVUS,6.4,,Posted,19.3
1,1/9/2023,,POS WD  WETZEL'S PRETZELS #K104RENO         NVUS,6.05,,Posted,25.7
1,1/9/2023,,POS WD  CRUZ KITCHEN           RENO         NVUS,8.77,,Posted,31.75
1,1/8/2023,,Overdraft Protection Deposit,,19.3,Posted,40.52
1,1/8/2023,,Overdraft Protection Deposit,,2.07,Posted,21.22
1,1/8/2023,,POS WD  ROSS STORES #855       RENO         NVUS,28.12,,Posted,19.15
1,1/8/2023,,POS WD ULTA #1166 5110 MAE ANNE AVE #601 RENO         NVUS,12.98,,Posted,47.27
1,1/8/2023,,POS WD  436 FOREVER 21        RENO         NVUS,54.12,,Posted,60.25
1,1/8/2023,,POS WD  H&amp;amp;M0325                RENO         NVUS,34.07,,Posted,114.37
1,1/8/2023,,"POS WD  MEADOWOOD MALL, 5000 MERENO         NVUS",37.83,,Posted,148.44
1,1/8/2023,,POS WD  VICTORIA'S SECRET 0381 RENO         NVUS,36.23,,Posted,186.27
1,1/8/2023,,POS WD HOT TOPIC 0187 5000 MEADOWWOOD MALL CIRENO         NVUS,33.42,,Posted,222.5
1,1/8/2023,,POS WD TARGET T-1363 6845 Sierra Center PkwyReno         NVUS,33.42,,Posted,255.92
1,1/8/2023,,POS WD  L ESSENCE DAY SPA AND SRENO         NVUS,172.8,,Posted,289.34
1,1/8/2023,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,4.99,,Posted,462.14
1,1/7/2023,,POS WD  TST* COSTA VIDA- RENO  RENO         NVUS,20.16,,Posted,467.13
1,1/7/2023,,Withdrawal Internet Transfer to xxx0643,50,,Posted,487.29
1,1/6/2023,,POS WD  PETCO 304              RENO         NVUS,21.31,,Posted,537.29
1,1/6/2023,,POS WD  Amazon.com*A28K496Q3   Amzn.com/billWAUS,15.29,,Posted,558.6
1,1/6/2023,,POS WD  Sally Beauty Supply LLC866-234-9442 TXUS,12.31,,Posted,573.89
1,1/6/2023,,POS WD  AMZN Mktp US*9Z9GG9ZL3 Amzn.com/billWAUS,9.69,,Posted,586.2
1,1/6/2023,,POS WD  Amazon.com*FI5N379F3   Amzn.com/billWAUS,19.47,,Posted,595.89
1,1/5/2023,,POS WD  AMZN Mktp US*NA1VI8PG3 Amzn.com/billWAUS,6.81,,Posted,615.36
1,1/5/2023,,POS WD  VENMO*                 Visa Direct  NYUS,17,,Posted,622.17
1,1/5/2023,,POS WD  COSTCO WHSE #0025      RENO         NVUS,178.7,,Posted,639.17
1,1/4/2023,,POS WD  CHEWY.COM              800-672-4399 FLUS,43.3,,Posted,817.87
1,1/4/2023,,POS WD  TRADER JOE'S # 082     RENO         NVUS,80,,Posted,861.17
1,1/3/2023,,POS WD  METLIFE PET            HTTPSWWW.PETFINUS,37.66,,Posted,941.17
1,1/3/2023,,POS WD  CHEWY.COM              800-672-4399 FLUS,122.4,,Posted,978.83
1,1/3/2023,,POS WD  RAISING CANE'S 432     RENO         NVUS,24.98,,Posted,1101.23
1,1/3/2023,,External DP GreaterNevada  - E-DEPOSIT,,25,Posted,1126.21
1,1/3/2023,,External WD GEICO  - PREM COLL,87.77,,Posted,1101.21
1,1/3/2023,,POS WD  Amazon.com*SS7CT6193   Amzn.com/billWAUS,76.06,,Posted,1188.98
1,1/1/2023,,POS WD  Subway COO54992        Stead        NVUS,13.88,,Posted,1265.04
1,1/1/2023,,POS WD Wal-Mart Super Center 4239 WAL-SAMS          RENO         NV,6.86,,Posted,1278.92
1,1/1/2023,,POS WD WM SUPERCENTER #4239 Wal-Mart Super Center  RENO         NVU,51.88,,Posted,1285.78
1,1/1/2023,,POS WD  GRUBHUBEGGROLLKING     GRUBHUB.COM  NYUS,25.38,,Posted,1337.66
1,12/31/2022,,Descriptive Deposit Cash Back Reward,,10,Posted,1363.04
1,12/31/2022,,POS WD  VENMO*                 Visa Direct  NYUS,78.37,,Posted,1353.04
1,12/31/2022,,POS WD  WETZEL'S PRETZELS #K104RENO         NVUS,8.21,,Posted,1431.41
1,12/30/2022,,POS WD TARGET T-1363 6845 Sierra Center PkwyReno         NVUS,16.1,,Posted,1439.62
1,12/30/2022,,POS WD  BATH AND BODY WORKS 342RENO         NVUS,65.4,,Posted,1455.72
1,12/30/2022,,POS WD  436 FOREVER 21        RENO         NVUS,40.58,,Posted,1521.12
1,12/30/2022,,POS WD WINDSOR FA 5450 MEADOWOODMALL US  RENO         NVUS,75.68,,Posted,1561.7
1,12/30/2022,,POS WD  Amazon.com*670Q87ZQ3   Amzn.com/billWAUS,18.39,,Posted,1637.38
1,12/30/2022,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1466.04,Posted,1655.77
1,12/30/2022,,POS WD APPLE COM ONE APPLE PARK WAY US  CUPERTINO    CAUS,29.99,,Posted,189.73
1,12/29/2022,,POS WD  L ESSENCE DAY SPA AND SRENO         NVUS,53,,Posted,219.72
1,12/29/2022,,External WD NV ENERGY NORTH SPPCO - SPPC PYMT,112.54,,Posted,272.72
1,12/27/2022,,External DP VENMO  - CASHOUT,,37.51,Posted,385.26
1,12/25/2022,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.39,,Posted,347.75
1,12/24/2022,,POS WD  VICTORIA'S SECRET 0381 RENO         NVUS,43.2,,Posted,454.14
1,12/24/2022,,POS WD BARNESNOBLE 5555 S. Virginia St.   Reno         NVUS,18.41,,Posted,497.34
1,12/24/2022,,POS WD BARNESNOBLE 5555 S. Virginia St.   Reno         NVUS,13.32,,Posted,515.75
1,12/24/2022,,POS WD  FIVE GUYS NV 1614 QSR  RENO         NVUS,16.66,,Posted,529.07
1,12/23/2022,,POS WD APPLE COM ONE APPLE PARK WAY US  CUPERTINO    CAUS,11.99,,Posted,545.73
1,12/23/2022,,POS WD  AMAZON.COM             SEATTLE      WAUS,40.73,,Posted,557.72
1,12/23/2022,,External DP VENMO  - CASHOUT,,37.51,Posted,598.45
1,12/21/2022,,POS WD  Subway 3157            Reno         NVUS,14.13,,Posted,560.94
1,12/21/2022,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,100,,Posted,575.07
1,12/21/2022,,External DP VENMO  - CASHOUT,,21.44,Posted,675.07
1,12/20/2022,,POS WD  AMZN Mktp US*3V2C37EK3 Amzn.com/billWAUS,14.06,,Posted,653.63
1,12/20/2022,,POS WD  Amazon.com*HZ1KU06W3   Amzn.com/billWAUS,21.64,,Posted,667.69
1,12/20/2022,,POS WD  L ESSENCE DAY SPA AND SRENO         NVUS,10,,Posted,689.33
1,12/20/2022,,POS WD  Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,699.33
1,12/20/2022,,POS WD  VENMO*                 Visa Direct  NYUS,761.49,,Posted,709.32
1,12/20/2022,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,1470.81
1,12/20/2022,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1466.04,Posted,1488.02
1,12/20/2022,,POS WD  SHARKNINJA             8007987398   MAUS,19.72,,Posted,21.98
1,12/19/2022,,POS WD  COSTCO WHSE #0025      RENO         NVUS,42.87,,Posted,41.7
1,12/17/2022,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,84.57
1,12/17/2022,,POS WD  THE SANDWICH SPOT      RENO         NVUS,15.3,,Posted,87.56
1,12/16/2022,,POS WD TARGET T-1363 6845 Sierra Center PkwyReno         NVUS,38.98,,Posted,102.86
1,12/15/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,2.19,,Posted,141.84
1,12/15/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,2.15,,Posted,144.03
1,12/15/2022,,POS WD  GRUBHUBHINOKIPOKE      GRUBHUB.COM  NYUS,3.4,,Posted,146.18
1,12/15/2022,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,13.11,,Posted,149.58
1,12/15/2022,,POS WD  VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,162.69
1,12/15/2022,,POS WD  NETFLIX COM            LOS GATOS    CAUS,15.49,,Posted,176.53
1,12/15/2022,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,192.02
1,12/14/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,1.53,,Posted,202.01
1,12/14/2022,,POS WD  AMZN Mktp US*8C8SU1473 Amzn.com/billWAUS,28.08,,Posted,203.54
1,12/14/2022,,POS WD  AMZN Mktp US*1G00958K3 Amzn.com/billWAUS,5.4,,Posted,231.62
1,12/14/2022,,Withdrawal Internet Transfer to xxx0643,81,,Posted,237.02
1,12/13/2022,,External DP VENMO  - CASHOUT,,18.25,Posted,318.02
1,12/13/2022,,External DP VENMO  - CASHOUT,,66.81,Posted,299.77
1,12/12/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,6.98,,Posted,232.96
1,12/12/2022,,POS WD  TST* COSTA VIDA- RENO  RENO         NVUS,17.85,,Posted,239.94
1,12/11/2022,,POS WD BED BATH &amp;amp; BEYOND #208 4983 S VIRGINIA ST     RENO         N,21.65,,Posted,257.79
1,12/11/2022,,POS WD ROSS STORES #1978 2863 NORTHTOWNE LANE   RENO         NVUS,164.1,,Posted,279.44
1,12/11/2022,,POS WD  EIG*Hostgator.com      713-5745287  MAUS,17.95,,Posted,443.54
1,12/11/2022,,POS WD  Nintendo CA877183626   800-2553700  WAUS,59.99,,Posted,461.49
1,12/11/2022,,POS WD  Nintendo CA877180016   800-2553700  WAUS,49.99,,Posted,521.48
1,12/11/2022,,POS WD  FS *filestar           877-3278914  CAUS,9,,Posted,571.47
1,12/10/2022,,POS WD  COSTCO WHSE #0025      RENO         NVUS,166.2,,Posted,580.47
1,12/9/2022,,External DP GreaterNevada  - E-DEPOSIT,,250,Posted,746.67
1,12/9/2022,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,6.49,,Posted,496.67
1,12/9/2022,,POS WD  IC* INSTACART          HTTPSINSTACARCAUS,33.29,,Posted,503.16
1,12/8/2022,,POS WD  AMZN Mktp US*TO45S6UE3 Amzn.com/billWAUS,51.28,,Posted,536.45
1,12/7/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,7.98,,Posted,587.73
1,12/6/2022,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,446.95,,Posted,595.71
1,12/5/2022,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,400,,Posted,1042.66
1,12/5/2022,,POS WD  VENMO*                 San Jose     CAUS,102,,Posted,1442.66
1,12/5/2022,,POS WD  VENMO*                 Visa Direct  NYUS,50,,Posted,1544.66
1,12/5/2022,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,1594.66
1,12/5/2022,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1466.04,Posted,1494.66
1,12/2/2022,,POS WD  VENMO*                 Visa Direct  NYUS,18,,Posted,28.62
1,12/2/2022,,External WD GEICO  - PREM COLL,87.77,,Posted,46.62
1,12/1/2022,,POS WD  ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,134.39
1,12/1/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,5.19,,Posted,176.32
1,12/1/2022,,POS WD  PANDA EXPRESS #776     RENO         NVUS,13.59,,Posted,181.51
1,11/30/2022,,Descriptive Deposit Cash Back Reward,,10,Posted,195.1
1,11/30/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,9.08,,Posted,185.1
1,11/30/2022,,Point Of Sale Deposit  AMZN Mktp US           Amzn.com/billWAUS,,6.16,Posted,194.18
1,11/29/2022,,POS WD  SALLY BEAUTY 103 206 LERENO         NVUS,7.31,,Posted,188.02
1,11/29/2022,,POS WD  QDOBA 2368             RENO         NVUS,15.27,,Posted,195.33
1,11/29/2022,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,210.6
1,11/28/2022,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,110.6
1,11/25/2022,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.5,,Posted,10.6
1,11/23/2022,,POS WD  PILOT #1005            FERNLEY      NVUS,10.32,,Posted,117.1
1,11/22/2022,,Deposit Internet Transfer from xxx0643,,50,Posted,127.42
1,11/22/2022,,POS WD  TRADER JOE'S # 082     RENO         NVUS,36.64,,Posted,77.42
1,11/22/2022,,External WD NV ENERGY NORTH SPPCO - SPPC PYMT,89.45,,Posted,114.06
1,11/21/2022,,POS WD  VENMO*                 Visa Direct  NYUS,226.95,,Posted,203.51
1,11/21/2022,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,500,,Posted,430.46
1,11/21/2022,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,300,,Posted,930.46
1,11/21/2022,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,1230.46
1,11/21/2022,,External DP VENMO  - CASHOUT,,20,Posted,1247.67
1,11/21/2022,,External DP VENMO  - CASHOUT,,59.64,Posted,1227.67
1,11/20/2022,,POS WD  COSTCO WHSE #0025      RENO         NVUS,8.1,,Posted,1168.03
1,11/20/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,1.8,,Posted,1176.13
1,11/20/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,11.24,,Posted,1177.93
1,11/20/2022,,POS WD  Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,1189.17
1,11/20/2022,,POS WD  AMZN Mktp US*HI0UY6ES2 Amzn.com/billWAUS,93.17,,Posted,1199.16
1,11/20/2022,,POS WD  AMZN Mktp US*HI1HE2SN1 Amzn.com/billWAUS,19.78,,Posted,1292.33
1,11/19/2022,,POS WD  UBER   EATS            HELP.UBER.COMCAUS,41.36,,Posted,1312.11
1,11/19/2022,,POS WD  SHOPREMI               SHOPREMI.COM CAUS,35.18,,Posted,1353.47
1,11/19/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,17.53,,Posted,1388.65
1,11/18/2022,,POS WD  AMAZON.COM             SEATTLE      WAUS,159.12,,Posted,1406.18
1,11/18/2022,,POS WD  JACK IN THE BOX 7316   RENO         NVUS,12.1,,Posted,1565.3
1,11/18/2022,,POS WD  VENMO*                 San Jose     CAUS,718.33,,Posted,1577.4
1,11/18/2022,,Deposit Internet Transfer from xxx0643,,718.33,Posted,2295.73
1,11/18/2022,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1466.04,Posted,1577.4
1,11/17/2022,,External DP VENMO  - CASHOUT,,35.71,Posted,111.36
1,11/17/2022,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,75.65
1,11/17/2022,,POS WD  ADOBE  *CREATIVE CLOUD 408-536-6000 CAUS,29.99,,Posted,78.64
1,11/16/2022,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,20.76,,Posted,108.63
1,11/15/2022,,Withdrawal,600,,Posted,129.39
1,11/15/2022,,POS WD  TST* JAMBA JUICE - 0498RENO         NVUS,9.35,,Posted,729.39
1,11/15/2022,,POS WD  NETFLIX COM            LOS GATOS    CAUS,15.49,,Posted,738.74
1,11/15/2022,,POS WD  VSP 800-785-0699       800-785-0699 TXUS,27.68,,Posted,754.23
1,11/14/2022,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,781.91
1,11/14/2022,,POS WD  GRUBHUBRAISINGCANESCH  GRUBHUB.COM  NYUS,32.03,,Posted,791.9
1,11/14/2022,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,600,Posted,823.93
1,11/14/2022,,POS WD  DUTCH BROS             541-955-4700 ORUS,10,,Posted,223.93
1,11/12/2022,,POS WD  APPLE.COM/BILL         800-275-2273 CAUS,35.99,,Posted,233.93
1,11/12/2022,,POS WD  EINSTEIN BAGELS 4020   775-8251045  NVUS,10.42,,Posted,269.92
1,11/11/2022,,POS WD  SHELL SERVICE STATION  RENO         NVUS,1.5,,Posted,280.34
1,11/11/2022,,POS WD  ANNA'S TAQUERIA        RENO         NVUS,81.95,,Posted,281.84
1,11/11/2022,,POS WD  EIG*Hostgator.com      713-5745287  MAUS,17.95,,Posted,363.79
1,11/11/2022,,POS WD  FS *filestar           877-3278914  CAUS,9,,Posted,381.74
1,11/10/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,6.78,,Posted,390.74
1,11/10/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,2.15,,Posted,397.52
1,11/10/2022,,External DP VENMO  - CASHOUT,,5.8,Posted,399.67
1,11/10/2022,,External DP VENMO  - CASHOUT,,15.99,Posted,393.87
1,11/8/2022,,POS WD  Steam Purchase         425-9522985  WAUS,8.99,,Posted,377.88
1,11/7/2022,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,250,,Posted,386.87
1,11/7/2022,,POS WD  EGG ROLL KING          RENO         NVUS,37.37,,Posted,636.87
1,11/6/2022,,POS WD  VENMO*                 San Jose     CAUS,61.96,,Posted,674.24
1,11/6/2022,,POS WD  VENMO*                 Visa Direct  NYUS,32.47,,Posted,736.2
1,11/6/2022,,POS WD  FRESH MARKET ON THE GO PHOENIX      AZUS,16.06,,Posted,768.67
1,11/6/2022,,POS WD  SIP COFFEE AND BEER AT 602-3396988  AZUS,3.8,,Posted,784.73
1,11/5/2022,,POS WD  UBER   TRIP            HELP.UBER.COMCAUS,16.9,,Posted,788.53
1,11/5/2022,,POS WD  UBER   TRIP            HELP.UBER.COMCAUS,13.95,,Posted,805.43
1,11/5/2022,,NOW Withdrawal  Zelle To TOBIN SCHULTZ +1-800-421-6674,8,,Posted,819.38
1,11/5/2022,,POS WD  SQ *THR33 SUNS INC     SEDONA       AZUS,11,,Posted,827.38
1,11/4/2022,,POS WD THE ARTISTS KITCHEN SH 313 STATE ROUTE 179 SUISEDONA       A,20.65,,Posted,838.38
1,11/4/2022,,POS WD  WNPA - MONTEZUMA CASTLECamp Verde   AZUS,42.96,,Posted,859.03
1,11/4/2022,,POS WD  TST* Scramble - Tempe  Tempe        AZUS,36.42,,Posted,901.99
1,11/4/2022,,Withdrawal Internet Transfer to xxx0643,718.33,,Posted,938.41
1,11/4/2022,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1466.04,Posted,1656.74
1,11/3/2022,,POS WD  WHOLEFDS TMP#103 750 S TEMPE        AZUS,3.55,,Posted,190.7
1,11/3/2022,,NOW Withdrawal  Zelle To TOBIN SCHULTZ +1-800-421-6674,56.3,,Posted,194.25
1,11/2/2022,,POS WD  CHANGING HANDS BOOKSTORTEMPE        AZUS,8.63,,Posted,250.55
1,11/2/2022,,External WD GEICO  - PREM COLL,87.77,,Posted,259.18
1,11/2/2022,,POS WD  IT'SUGAR DESERT RIDGE  PHOENIX      AZUS,4.08,,Posted,346.95
1,11/1/2022,,POS WD  VENMO*                 Visa Direct  NYUS,34.45,,Posted,351.03
1,11/1/2022,,POS WD  THE SICILIAN BUTCHER   PHOENIX      AZUS,6.43,,Posted,385.48
1,10/31/2022,,Descriptive Deposit Cash Back Reward,,10,Posted,391.91
1,10/31/2022,,POS WD  VENMO*                 Visa Direct  NYUS,27.04,,Posted,381.91
1,10/31/2022,,POS WD  TST* Varsity Tavern    Tempe        AZUS,12.28,,Posted,408.95
1,10/31/2022,,POS WD  Sally Beauty Supply LLC866-234-9442 TXUS,19.36,,Posted,421.23
1,10/31/2022,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,145,Posted,440.59
1,10/31/2022,,POS WD  VENMO*                 San Jose     CAUS,13,,Posted,295.59
1,10/30/2022,,POS WD  VENMO*                 Visa Direct  NYUS,33.7,,Posted,308.59
1,10/30/2022,,POS WD  VENMO*                 Visa Direct  NYUS,6,,Posted,342.29
1,10/28/2022,,POS WD 999 PHO 2313 KIETZKE LN        RENO         NVUS,8.45,,Posted,348.29
1,10/28/2022,,POS WD  PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,3.69,,Posted,356.74
1,10/27/2022,,POS WD  TST* JAMBA JUICE - 0498RENO         NVUS,9.35,,Posted,360.43
1,10/26/2022,,POS WD  DNH*GODADDY.COM        480-5058855  AZUS,20.17,,Posted,369.78
1,10/26/2022,,POS WD  VENMO*                 Visa Direct  NYUS,10,,Posted,389.95
1,10/26/2022,,External WD NV ENERGY NORTH SPPCO - SPPC PYMT,64.47,,Posted,399.95
1,10/25/2022,,POS WD  AMZN Mktp US*H863H4E52 Amzn.com/billWAUS,95.26,,Posted,464.42
1,10/25/2022,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.5,,Posted,559.68
1,10/25/2022,,External DP VENMO  - CASHOUT,,21.49,Posted,666.18
1,10/25/2022,,External DP VENMO  - CASHOUT,,31.43,Posted,644.69
1,10/25/2022,,External DP VENMO  - CASHOUT,,35.33,Posted,613.26
1,10/24/2022,,POS WD  eBay O*14-09252-52963  San Jose     CAUS,23.76,,Posted,577.93
1,10/23/2022,,POS WD  WINCO FOODS #17 2855 N Reno         NVUS,49.19,,Posted,601.69
1,10/22/2022,,POS WD  VENMO*                 Visa Direct  NYUS,718.33,,Posted,650.88
1,10/21/2022,,POS WD  Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,1369.21
1,10/20/2022,,ATM Withdrawal GREATER NEVADA CU 1095 N HILLS BLVD      RENO         NVUS,160,,Posted,1379.2
1,10/20/2022,,POS WD  DUTCH BROS             541-955-4700 ORUS,10,,Posted,1539.2
1,10/20/2022,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,1549.2
1,10/20/2022,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1466.04,Posted,1566.41
1,10/18/2022,,POS WD  EINSTEIN BAGELS 4020   775-8251045  NVUS,9.77,,Posted,100.37
1,10/18/2022,,POS WD  PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,6.79,,Posted,110.14
1,10/17/2022,,ATM Foreign Trns Fee (SYS),3,,Posted,116.93
1,10/17/2022,,ATM Withdrawal PAI ISO 2881 NORTHTOWN LANE    RENO         NVUS,103.5,,Posted,119.93
1,10/17/2022,,POS WD  WINCO FOODS #17 2855 N Reno         NVUS,52.65,,Posted,223.43
1,10/17/2022,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,276.08
1,10/17/2022,,POS WD  GRUBHUBHINOKIPOKE      GRUBHUB.COM  NYUS,36.72,,Posted,279.07
1,10/16/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,48.69,,Posted,315.79
1,10/16/2022,,POS WD  Adobe Inc              800-8336687  CAUS,29.99,,Posted,364.48
1,10/16/2022,,"POS WD  NETFLIX, INC.          186-65797172 CAUS",15.49,,Posted,394.47
1,10/15/2022,,POS WD  DOUGHBOYS DONUTS 2 LLC RENO         NVUS,4.73,,Posted,409.96
1,10/15/2022,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,414.69
1,10/14/2022,,POS WD  PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,6.9,,Posted,424.68
1,10/13/2022,,External DP GreaterNevada  - E-DEPOSIT,,207.16,Posted,431.58
1,10/13/2022,,Withdrawal Internet Transfer to xxx0643,50,,Posted,224.42
1,10/12/2022,,POS WD  VENMO*                 San Jose     CAUS,42.63,,Posted,274.42
1,10/11/2022,,POS WD Walmart.com 702 SW 8th St          Bentonville  ARUS,19.42,,Posted,317.05
1,10/11/2022,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,3.99,,Posted,336.47
1,10/11/2022,,POS WD  TST* JAMBA JUICE - 0498RENO         NVUS,9.48,,Posted,340.46
1,10/11/2022,,POS WD  EIG*Hostgator.com      713-5745287  MAUS,17.95,,Posted,349.94
1,10/11/2022,,POS WD APPLE COM ONE APPLE PARK WAY US  CUPERTINO    CAUS,3.99,,Posted,367.89
1,10/11/2022,,POS WD  FS *filestar           877-3278914  CAUS,9,,Posted,371.88
1,10/11/2022,,POS WD  PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,1.06,,Posted,380.88
1,10/10/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,15,,Posted,381.94
1,10/10/2022,,POS WD  SP REMI                HTTPSREMICLUBCAUS,111.73,,Posted,396.94
1,10/10/2022,,POS WD  AMZN Mktp US*1K7J50BD1 Amzn.com/billWAUS,15.87,,Posted,508.67
1,10/8/2022,,POS WD  AMZN Mktp US*1K4905G01 Amzn.com/billWAUS,23.81,,Posted,524.54
1,10/8/2022,,POS WD  NEKTER JUICE BAR 8195  209-3296356  NVUS,11.77,,Posted,548.35
1,10/8/2022,,POS WD  SHELL SERVICE STATION  RENO         NVUS,6.44,,Posted,560.12
1,10/8/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,23.82,,Posted,566.56
1,10/7/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,35.66,,Posted,590.38
1,10/7/2022,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,480,,Posted,626.04
1,10/6/2022,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,200,,Posted,1106.04
1,10/6/2022,,POS WD  DUTCH BROS             541-955-4700 ORUS,10,,Posted,1306.04
1,10/6/2022,,POS WD  Amazon.com*1K4S98CX1   Amzn.com/billWAUS,20.13,,Posted,1316.04
1,10/5/2022,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,7.17,,Posted,1336.17
1,10/5/2022,,POS WD  AMAZON.COM             SEATTLE      WAUS,86.6,,Posted,1343.34
1,10/5/2022,,POS WD  AMAZON.COM             SEATTLE      WAUS,43.27,,Posted,1429.94
1,10/5/2022,,POS WD  AMAZON.COM             SEATTLE      WAUS,20.56,,Posted,1473.21
1,10/5/2022,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1466.05,Posted,1493.77
1,10/3/2022,,External WD GEICO  - PREM COLL,87.77,,Posted,27.72
1,10/2/2022,,POS WD  VENMO*                 San Jose     CAUS,43.64,,Posted,115.49
1,10/2/2022,,Deposit Internet Transfer from xxx0643,,50,Posted,159.13
1,10/2/2022,,POS WD  RALEY S #115 1075 N HILRENO         NVUS,13.36,,Posted,109.13
1,10/2/2022,,POS WD  ROSS STORES #1978      RENO         NVUS,14.06,,Posted,122.49
1,10/1/2022,,POS WD WM SUPERCENTER #4239 Wal-Mart Super Center  RENO         NVU,13.93,,Posted,136.55
1,9/30/2022,,Descriptive Deposit Cash Back Reward,,10,Posted,150.48
